adidas		 0.055470
athlete		 0.037155
bad		 0.032154
bank		 0.042978
blue		 0.075800
bowerman		 0.469110
business		 0.047466
coach		 0.030052
company		 0.073495
cortez		 0.034151
day		 0.131679
dollar		 0.041381
eye		 0.036365
factory		 0.057471
father		 0.046835
fujimoto		 0.032157
gorman		 0.045535
grelle		 0.034048
hand		 0.057035
hatfield		 0.032357
hayes		 0.141818
head		 0.040958
hilliard		 0.031255
hollister		 0.032991
houser		 0.079686
idea		 0.030240
japan		 0.039923
japanese		 0.042137
jaqua		 0.066205
johnson		 0.122026
kitami		 0.276170
kraken		 0.034048
laugh		 0.038330
letter		 0.031308
life		 0.043638
love		 0.034259
moment		 0.039810
money		 0.031389
morimoto		 0.035940
night		 0.050142
nike		 0.184450
nissho		 0.147543
office		 0.059241
onitsuka		 0.353724
oregon		 0.098801
pair		 0.033888
penny		 0.071197
people		 0.051293
phone		 0.035277
portland		 0.049357
recliner		 0.032363
remember		 0.030833
ribbon		 0.105412
runner		 0.056690
sale		 0.030623
sell		 0.049762
shoe		 0.190674
start		 0.045552
strasser		 0.169491
sumeragi		 0.088904
swoosh		 0.030817
talk		 0.046383
tiger		 0.061872
time		 0.152349
told		 0.090158
walk		 0.044533
wallace		 0.033430
werschkul		 0.071880
woodell		 0.312109
