amazon		 0.051952
barry		 0.071539
blockbuster		 0.070136
boris		 0.032123
borland		 0.048421
building		 0.035278
business		 0.061872
change		 0.036363
christina		 0.161621
company		 0.163907
corey		 0.036893
cruz		 0.062558
customer		 0.082378
day		 0.141654
disc		 0.070290
dream		 0.033854
drive		 0.033978
dvd		 0.445440
employee		 0.041909
erlewine		 0.040230
feel		 0.030142
figure		 0.045139
gatos		 0.038649
guy		 0.032030
hand		 0.052103
hard		 0.042334
head		 0.045590
hobee		 0.034866
hour		 0.054816
house		 0.030936
idea		 0.104206
jim		 0.037891
job		 0.031786
joel		 0.033333
kibble		 0.032184
kid		 0.034631
launch		 0.050358
life		 0.035821
lorraine		 0.141617
love		 0.048574
mail		 0.041676
mailer		 0.042451
mitch		 0.118688
money		 0.080325
month		 0.071099
morning		 0.038556
movie		 0.136649
netflix		 0.367898
night		 0.039496
office		 0.117939
online		 0.031703
patty		 0.048776
people		 0.136227
player		 0.031105
real		 0.035278
reed		 0.375366
rent		 0.053313
rental		 0.086318
renter		 0.034361
santa		 0.041867
sell		 0.040163
set		 0.032564
share		 0.030936
silicon		 0.044459
sony		 0.035975
start		 0.087381
startup		 0.082415
steve		 0.047457
store		 0.053643
story		 0.030142
suresh		 0.046776
table		 0.035416
talk		 0.031238
team		 0.037997
time		 0.165535
told		 0.030989
toshiba		 0.032517
user		 0.053080
valley		 0.052406
video		 0.061574
vsda		 0.032184
watch		 0.046484
week		 0.043843
